reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwidth_min,wwidth_q1,wwidth_q5,wwidth_q25,wwidth_q50,wwidth_avg,wwidth_q75,wwidth_q95,wwidth_q99,wwidth_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
1044.000,0.105,0.128,0.136,0.155,0.179,0.224,0.230,0.479,0.815,1.842,0.410,0.456,0.472,0.509,0.558,0.648,0.660,1.157,1.831,3.884,3.824,7.374,8.364,10.728,14.177,22.699,22.081,63.790,141.940,625.635,0.314,0.435,0.444,0.459,0.486,0.494,0.518,0.556,0.634,14.751,0.000,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004
1045.000,0.122,0.145,0.153,0.172,0.196,0.241,0.247,0.497,0.834,1.861,0.443,0.490,0.506,0.543,0.592,0.682,0.694,1.194,1.868,3.923,25.103,36.987,41.820,53.656,70.832,113.473,109.970,325.022,712.256,2758.934,0.054,0.085,0.096,0.104,0.112,0.112,0.120,0.129,0.135,0.156,0.007,0.009,0.009,0.010,0.010,0.010,0.011,0.012,0.014,0.022
1046.000,0.111,0.131,0.139,0.156,0.180,0.228,0.234,0.495,0.835,1.865,0.422,0.462,0.477,0.512,0.560,0.656,0.667,1.190,1.871,3.930,25.389,36.997,41.822,53.681,70.891,113.474,110.186,323.952,705.010,2850.576,0.052,0.081,0.090,0.095,0.100,0.101,0.106,0.114,0.123,0.180,0.006,0.009,0.010,0.011,0.012,0.012,0.012,0.013,0.014,0.023
1047.000,0.067,0.087,0.095,0.116,0.146,0.198,0.211,0.492,0.835,1.867,0.334,0.374,0.391,0.432,0.492,0.596,0.622,1.183,1.870,3.935,25.447,37.010,41.829,53.708,70.935,113.474,110.296,322.893,705.484,2940.738,0.027,0.050,0.053,0.055,0.057,0.062,0.064,0.084,0.099,0.211,0.004,0.009,0.011,0.015,0.016,0.016,0.017,0.018,0.019,0.035
1048.000,0.055,0.068,0.073,0.087,0.112,0.165,0.176,0.451,0.775,1.741,0.311,0.336,0.346,0.375,0.425,0.531,0.552,1.102,1.751,3.682,-86.891,7.382,8.364,10.750,14.204,22.698,21.818,63.997,145.553,675.925,-28.563,0.223,0.232,0.236,0.249,0.286,0.301,0.439,0.629,61.671,-0.005,0.002,0.003,0.004,0.005,0.004,0.005,0.005,0.005,0.009
1049.000,0.045,0.058,0.064,0.080,0.108,0.161,0.175,0.452,0.778,1.743,0.289,0.316,0.327,0.360,0.416,0.522,0.549,1.104,1.755,3.687,-317.909,6.983,8.363,10.680,13.977,22.698,21.122,64.657,157.376,827.377,-701.550,0.200,0.201,0.208,0.232,0.269,0.290,0.445,0.976,170.245,-0.012,0.001,0.003,0.004,0.005,0.005,0.006,0.006,0.006,0.011
105.000,0.260,0.306,0.325,0.368,0.421,0.486,0.521,0.883,1.304,2.570,0.520,0.613,0.650,0.735,0.842,0.971,1.041,1.766,2.607,5.140,3122.168,4353.825,4915.265,6309.566,8320.614,13337.088,12872.639,38136.935,84802.766,339982.031,0.002,0.004,0.006,0.009,0.011,0.011,0.013,0.014,0.015,0.018,0.066,0.077,0.081,0.091,0.104,0.118,0.127,0.206,0.285,0.468
1050.000,0.048,0.063,0.070,0.090,0.121,0.174,0.191,0.471,0.797,1.763,0.295,0.327,0.341,0.381,0.443,0.548,0.581,1.141,1.794,3.726,-654.015,-11.074,8.016,10.359,13.541,22.700,20.744,68.642,177.454,1030.948,-7383.940,-0.658,0.225,0.240,0.267,0.415,0.316,0.502,1.387,28391.826,-0.018,-0.001,0.002,0.004,0.004,0.004,0.005,0.005,0.005,0.013
1051.000,0.092,0.113,0.121,0.144,0.178,0.230,0.249,0.531,0.858,1.825,0.384,0.425,0.443,0.488,0.555,0.660,0.698,1.263,1.916,3.850,-300.818,29.564,33.461,43.019,56.801,90.789,87.144,256.469,582.100,2672.089,-4.069,0.110,0.114,0.116,0.118,0.125,0.126,0.149,0.205,72.086,-0.012,0.006,0.008,0.009,0.010,0.009,0.010,0.010,0.011,0.024
1052.000,0.068,0.097,0.110,0.140,0.180,0.233,0.259,0.546,0.875,1.842,0.337,0.394,0.419,0.480,0.561,0.665,0.717,1.292,1.949,3.885,-335.741,29.538,33.461,43.016,56.768,90.790,86.874,256.615,585.072,2727.449,-10.628,0.022,0.024,0.026,0.028,0.029,0.031,0.037,0.053,4.329,-0.013,0.005,0.007,0.009,0.010,0.010,0.011,0.011,0.012,0.034
1053.000,0.186,0.233,0.252,0.294,0.346,0.409,0.445,0.796,1.194,2.332,0.572,0.666,0.704,0.787,0.893,1.018,1.089,1.792,2.587,4.864,-562.650,-66.753,-12.508,-0.457,0.278,0.000,1.816,13.327,48.057,362.631,-inf,-1195.908,-101.885,-6.808,6.869,nan,24.194,1048.034,inf,inf,-0.025,-0.001,-0.000,-0.000,0.000,0.000,0.000,0.000,0.001,0.002
1054.000,0.228,0.275,0.294,0.336,0.389,0.451,0.487,0.838,1.236,2.374,1.457,1.551,1.588,1.672,1.777,1.903,1.974,2.676,3.471,5.749,207.277,303.400,342.906,439.952,580.381,930.261,898.084,2660.724,5909.809,23569.342,0.034,0.047,0.058,0.081,0.093,0.090,0.102,0.111,0.116,0.135,0.009,0.010,0.010,0.011,0.013,0.013,0.014,0.020,0.025,0.035
1055.000,0.245,0.291,0.310,0.352,0.404,0.467,0.502,0.853,1.251,2.390,1.489,1.582,1.620,1.703,1.808,1.934,2.005,2.707,3.502,5.779,-161.381,303.523,342.912,440.087,580.333,930.270,898.201,2660.997,5915.995,23674.342,-0.122,0.012,0.015,0.021,0.025,0.024,0.028,0.030,0.032,0.042,-0.002,0.009,0.010,0.011,0.012,0.013,0.014,0.020,0.024,0.034
1056.000,0.063,0.080,0.086,0.099,0.115,0.135,0.146,0.256,0.379,0.805,0.326,0.360,0.371,0.397,0.430,0.469,0.491,0.711,0.958,1.809,58.653,88.577,100.361,128.617,169.678,272.287,262.623,778.793,1736.617,7046.234,0.011,0.013,0.015,0.019,0.021,0.021,0.023,0.024,0.025,0.028,0.041,0.046,0.048,0.051,0.055,0.057,0.061,0.078,0.092,0.110
1057.000,0.166,0.197,0.208,0.230,0.258,0.287,0.308,0.473,0.654,1.417,0.533,0.594,0.616,0.661,0.716,0.775,0.816,1.147,1.508,3.035,64.139,95.988,108.724,139.344,183.852,295.015,284.525,844.544,1880.180,7569.591,0.024,0.030,0.038,0.055,0.064,0.062,0.071,0.078,0.082,0.095,0.012,0.014,0.015,0.016,0.018,0.020,0.021,0.031,0.039,0.048
1058.000,0.114,0.137,0.146,0.164,0.186,0.214,0.228,0.378,0.559,1.396,1.228,1.274,1.291,1.327,1.373,1.427,1.457,1.756,2.118,3.792,204.813,302.848,342.899,439.552,579.901,930.235,897.410,2663.711,5930.526,23724.102,0.012,0.015,0.020,0.031,0.038,0.037,0.043,0.049,0.052,0.062,0.019,0.023,0.024,0.027,0.031,0.034,0.037,0.059,0.079,0.096
1059.000,0.101,0.120,0.127,0.143,0.162,0.186,0.197,0.327,0.499,1.379,1.202,1.241,1.255,1.285,1.323,1.372,1.394,1.654,1.999,3.758,204.923,302.943,342.899,439.583,579.911,930.238,897.341,2661.630,5931.809,23690.939,0.011,0.013,0.016,0.026,0.032,0.031,0.037,0.042,0.045,0.054,0.021,0.026,0.028,0.031,0.036,0.040,0.044,0.071,0.091,0.107
106.000,0.239,0.279,0.295,0.331,0.377,0.434,0.463,0.778,1.154,2.342,0.478,0.558,0.590,0.663,0.754,0.868,0.926,1.556,2.308,4.685,3128.222,4360.527,4923.631,6320.350,8334.115,13359.579,12893.176,38198.321,84899.124,340553.031,0.002,0.004,0.005,0.008,0.010,0.010,0.011,0.013,0.014,0.016,0.072,0.085,0.090,0.102,0.117,0.134,0.145,0.239,0.332,0.533
1060.000,0.038,0.049,0.053,0.062,0.075,0.098,0.100,0.218,0.414,1.365,1.077,1.098,1.106,1.125,1.150,1.195,1.201,1.436,1.828,3.729,205.247,302.907,342.899,439.586,579.900,930.246,897.413,2662.157,5931.652,23628.838,0.008,0.009,0.009,0.011,0.013,0.012,0.014,0.015,0.015,0.018,0.060,0.068,0.071,0.077,0.084,0.087,0.094,0.115,0.121,0.140
1061.000,0.062,0.078,0.084,0.096,0.112,0.130,0.141,0.245,0.359,0.677,0.323,0.356,0.367,0.392,0.423,0.460,0.482,0.690,0.918,1.553,78.140,118.091,133.814,171.490,226.239,363.164,350.166,1038.699,2314.766,9449.677,0.006,0.009,0.010,0.014,0.015,0.015,0.017,0.018,0.018,0.021,0.056,0.063,0.066,0.070,0.076,0.080,0.085,0.111,0.134,0.185
1062.000,0.088,0.110,0.118,0.135,0.156,0.181,0.196,0.334,0.485,0.897,0.376,0.420,0.436,0.470,0.512,0.561,0.591,0.869,1.170,1.993,78.442,118.134,133.814,171.490,226.238,363.166,350.163,1038.864,2312.856,9393.562,0.010,0.014,0.017,0.022,0.025,0.024,0.026,0.028,0.029,0.032,0.036,0.040,0.042,0.044,0.047,0.050,0.053,0.068,0.081,0.111
1063.000,0.110,0.138,0.147,0.168,0.194,0.223,0.242,0.404,0.575,1.016,0.421,0.476,0.495,0.536,0.588,0.645,0.683,1.008,1.349,2.232,83.737,125.502,142.178,182.208,240.406,385.821,372.075,1104.474,2459.200,9962.715,0.012,0.018,0.022,0.029,0.032,0.031,0.034,0.036,0.037,0.041,0.028,0.031,0.032,0.034,0.037,0.039,0.041,0.053,0.064,0.094
1064.000,0.157,0.189,0.200,0.224,0.253,0.282,0.305,0.473,0.642,1.062,0.513,0.578,0.601,0.648,0.706,0.764,0.810,1.146,1.483,2.325,84.266,125.521,142.178,182.219,240.414,385.823,372.030,1103.373,2458.539,9954.220,0.013,0.022,0.029,0.041,0.048,0.046,0.052,0.056,0.059,0.066,0.018,0.020,0.021,0.022,0.024,0.027,0.028,0.040,0.053,0.086
1065.000,0.050,0.063,0.068,0.078,0.091,0.107,0.116,0.202,0.298,0.558,0.301,0.326,0.336,0.356,0.382,0.413,0.431,0.605,0.796,1.317,89.366,132.907,150.541,192.939,254.556,408.514,393.911,1168.745,2603.383,10542.518,0.004,0.006,0.007,0.009,0.010,0.010,0.011,0.012,0.013,0.014,0.082,0.093,0.096,0.103,0.112,0.119,0.126,0.167,0.204,0.289
1066.000,0.042,0.052,0.056,0.065,0.076,0.089,0.097,0.172,0.256,0.488,0.283,0.305,0.313,0.330,0.352,0.379,0.394,0.544,0.712,1.175,89.467,132.904,150.541,192.946,254.550,408.515,393.974,1168.496,2603.255,10548.063,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.010,0.010,0.011,0.103,0.117,0.121,0.130,0.141,0.150,0.159,0.212,0.259,0.366
1067.000,0.053,0.066,0.071,0.082,0.095,0.111,0.121,0.212,0.312,0.587,0.306,0.333,0.342,0.364,0.391,0.423,0.442,0.623,0.823,1.373,92.054,136.609,154.723,198.311,261.648,419.772,404.956,1201.289,2674.944,10843.747,0.004,0.006,0.007,0.010,0.011,0.010,0.012,0.012,0.013,0.015,0.080,0.090,0.093,0.100,0.108,0.115,0.121,0.160,0.195,0.273
1068.000,0.075,0.094,0.101,0.115,0.134,0.155,0.168,0.287,0.416,0.771,0.350,0.388,0.401,0.430,0.467,0.509,0.535,0.774,1.033,1.742,131.272,195.710,221.630,284.047,374.796,601.452,579.974,1719.901,3831.767,15505.149,0.005,0.007,0.008,0.011,0.012,0.012,0.013,0.014,0.014,0.016,0.074,0.082,0.085,0.091,0.098,0.104,0.109,0.143,0.174,0.241
1069.000,0.100,0.124,0.133,0.151,0.175,0.201,0.218,0.366,0.526,0.978,0.401,0.449,0.466,0.503,0.550,0.602,0.635,0.933,1.253,2.156,131.615,195.717,221.630,284.097,374.775,601.454,579.994,1720.387,3831.550,15484.784,0.007,0.010,0.012,0.016,0.017,0.017,0.019,0.020,0.021,0.023,0.051,0.056,0.058,0.062,0.067,0.070,0.074,0.096,0.116,0.157
107.000,0.095,0.116,0.126,0.147,0.175,0.219,0.232,0.473,0.803,1.947,0.189,0.233,0.251,0.294,0.350,0.439,0.463,0.945,1.606,3.893,3127.855,4360.198,4923.632,6320.356,8334.062,13359.589,12892.231,38204.633,84848.118,340557.781,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.188,0.212,0.221,0.241,0.265,0.284,0.306,0.420,0.512,0.684
1070.000,0.111,0.138,0.147,0.168,0.193,0.222,0.241,0.406,0.582,1.131,0.422,0.475,0.494,0.535,0.587,0.645,0.682,1.011,1.364,2.462,132.013,195.760,221.630,284.095,374.776,601.457,579.998,1720.690,3828.179,15464.501,0.009,0.012,0.014,0.018,0.020,0.020,0.022,0.023,0.024,0.026,0.044,0.049,0.051,0.054,0.057,0.060,0.063,0.081,0.098,0.123
1071.000,0.208,0.245,0.258,0.285,0.318,0.351,0.376,0.567,0.761,1.461,0.616,0.690,0.715,0.769,0.835,0.902,0.953,1.333,1.721,3.122,132.183,195.719,221.630,284.100,374.794,601.456,580.051,1721.195,3831.297,15448.645,0.014,0.018,0.024,0.035,0.042,0.040,0.046,0.050,0.053,0.061,0.018,0.021,0.022,0.024,0.027,0.029,0.031,0.046,0.061,0.080
1072.000,0.014,0.017,0.019,0.022,0.026,0.031,0.033,0.063,0.099,0.213,0.227,0.235,0.237,0.243,0.251,0.262,0.266,0.326,0.399,0.626,2.466,3.692,4.182,5.359,7.071,11.349,10.943,32.486,72.318,292.720,0.030,0.041,0.051,0.071,0.082,0.079,0.089,0.097,0.102,0.117,0.010,0.011,0.012,0.013,0.014,0.015,0.016,0.023,0.028,0.039
1073.000,0.017,0.022,0.023,0.027,0.032,0.039,0.041,0.078,0.121,0.269,0.234,0.244,0.247,0.254,0.264,0.277,0.283,0.355,0.442,0.738,7.377,11.077,12.545,16.077,21.212,34.037,32.827,97.421,216.860,878.433,0.014,0.018,0.022,0.031,0.035,0.034,0.038,0.042,0.044,0.050,0.023,0.027,0.028,0.030,0.033,0.036,0.038,0.052,0.065,0.084
1074.000,0.020,0.026,0.028,0.033,0.039,0.048,0.051,0.099,0.163,0.663,0.240,0.252,0.256,0.265,0.277,0.296,0.301,0.398,0.527,1.526,7.423,11.079,12.545,16.079,21.212,34.038,32.830,97.358,216.944,862.166,0.020,0.028,0.031,0.039,0.044,0.043,0.047,0.051,0.053,0.067,0.017,0.022,0.023,0.025,0.027,0.028,0.030,0.038,0.042,0.059
1075.000,0.097,0.121,0.129,0.147,0.170,0.197,0.212,0.361,0.542,1.377,0.395,0.442,0.458,0.494,0.540,0.594,0.624,0.923,1.284,2.954,6.857,11.071,12.545,16.077,21.209,34.039,32.823,97.409,216.798,934.136,0.041,0.157,0.177,0.225,0.251,0.245,0.270,0.287,0.298,0.523,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.006,0.006,0.024
1076.000,0.020,0.026,0.028,0.033,0.039,0.050,0.051,0.100,0.183,1.318,0.240,0.252,0.256,0.265,0.278,0.300,0.302,0.399,0.566,2.836,4.906,7.385,8.363,10.718,14.141,22.698,21.886,64.940,145.590,623.379,0.038,0.043,0.047,0.059,0.066,0.065,0.071,0.076,0.080,0.441,0.003,0.014,0.015,0.016,0.018,0.018,0.020,0.025,0.027,0.031
1077.000,0.067,0.080,0.085,0.095,0.108,0.126,0.132,0.212,0.368,1.576,1.133,1.160,1.169,1.190,1.216,1.252,1.264,1.424,1.736,4.153,70.766,103.498,117.087,150.122,198.042,317.716,306.407,908.821,2025.888,8117.070,0.020,0.023,0.029,0.049,0.061,0.058,0.069,0.078,0.083,0.101,0.012,0.014,0.015,0.017,0.019,0.022,0.024,0.040,0.050,0.057
1078.000,0.014,0.018,0.019,0.023,0.027,0.043,0.037,0.097,0.352,1.592,1.028,1.035,1.038,1.045,1.055,1.087,1.075,1.194,1.703,4.184,70.759,103.498,117.087,150.128,198.046,317.716,306.401,908.899,2025.716,8127.881,0.007,0.009,0.009,0.010,0.012,0.012,0.013,0.014,0.019,0.042,0.022,0.049,0.069,0.075,0.081,0.082,0.090,0.101,0.104,0.133
1079.000,0.029,0.038,0.040,0.047,0.055,0.065,0.070,0.128,0.194,0.380,0.259,0.275,0.281,0.293,0.310,0.330,0.341,0.456,0.587,0.960,29.306,44.284,50.180,64.309,84.839,136.143,131.315,389.514,868.035,3544.018,0.006,0.009,0.011,0.014,0.016,0.016,0.018,0.019,0.020,0.023,0.051,0.058,0.060,0.065,0.071,0.075,0.080,0.108,0.132,0.187
108.000,0.167,0.203,0.218,0.253,0.298,0.361,0.387,0.736,1.154,2.420,0.334,0.406,0.436,0.506,0.597,0.723,0.775,1.472,2.308,4.840,3202.958,4457.994,5032.425,6460.339,8518.659,13657.454,13177.402,39042.150,86759.478,347898.188,0.002,0.003,0.004,0.006,0.008,0.007,0.008,0.009,0.010,0.011,0.107,0.122,0.127,0.140,0.154,0.168,0.180,0.261,0.339,0.521
1080.000,0.038,0.049,0.052,0.060,0.071,0.084,0.090,0.162,0.244,0.474,0.276,0.297,0.304,0.321,0.341,0.367,0.381,0.525,0.688,1.148,39.152,59.055,66.907,85.745,113.120,181.584,175.062,519.330,1157.345,4711.182,0.007,0.009,0.011,0.015,0.017,0.016,0.018,0.020,0.020,0.023,0.050,0.057,0.059,0.064,0.069,0.073,0.078,0.103,0.124,0.171
1081.000,0.069,0.087,0.094,0.108,0.126,0.148,0.161,0.284,0.421,0.795,0.337,0.374,0.387,0.416,0.453,0.497,0.522,0.769,1.042,1.789,44.249,66.453,75.270,96.464,127.274,204.258,196.986,584.665,1301.148,5276.073,0.015,0.020,0.024,0.029,0.032,0.032,0.034,0.037,0.038,0.042,0.028,0.031,0.032,0.034,0.036,0.038,0.039,0.049,0.058,0.078
1082.000,0.166,0.198,0.209,0.232,0.261,0.289,0.312,0.476,0.639,1.045,0.533,0.595,0.617,0.664,0.722,0.778,0.824,1.152,1.478,2.289,49.759,73.868,83.634,107.209,141.443,226.940,218.856,649.057,1445.832,5847.079,0.022,0.037,0.050,0.073,0.085,0.082,0.094,0.102,0.106,0.122,0.009,0.011,0.011,0.012,0.014,0.015,0.016,0.023,0.031,0.052
1083.000,0.169,0.198,0.208,0.230,0.257,0.283,0.304,0.456,0.607,0.981,0.538,0.596,0.617,0.660,0.713,0.766,0.808,1.112,1.414,2.162,55.201,81.271,91.997,117.939,155.600,249.611,240.751,714.466,1589.726,6424.544,0.018,0.031,0.042,0.064,0.075,0.073,0.084,0.092,0.097,0.113,0.010,0.012,0.013,0.014,0.015,0.017,0.018,0.028,0.038,0.064
1084.000,0.037,0.047,0.051,0.058,0.068,0.081,0.087,0.157,0.235,0.451,0.275,0.294,0.301,0.317,0.337,0.362,0.375,0.514,0.669,1.102,60.199,88.671,100.361,128.662,169.733,272.292,262.648,779.346,1734.382,7004.449,0.004,0.006,0.007,0.010,0.011,0.010,0.012,0.013,0.013,0.015,0.079,0.089,0.092,0.099,0.108,0.114,0.122,0.162,0.198,0.277
1085.000,0.085,0.105,0.113,0.128,0.148,0.170,0.184,0.308,0.437,0.767,0.371,0.411,0.425,0.457,0.496,0.539,0.569,0.816,1.074,1.734,60.477,88.685,100.361,128.667,169.744,272.293,262.649,778.869,1734.126,7011.824,0.011,0.016,0.020,0.027,0.030,0.029,0.033,0.035,0.036,0.040,0.029,0.032,0.033,0.036,0.038,0.041,0.043,0.058,0.072,0.110
1086.000,0.044,0.055,0.059,0.068,0.080,0.094,0.102,0.180,0.268,0.520,0.289,0.311,0.319,0.337,0.360,0.388,0.404,0.561,0.735,1.239,65.468,96.090,108.724,139.396,183.903,295.019,284.568,843.685,1878.959,7591.395,0.005,0.007,0.008,0.011,0.012,0.012,0.013,0.014,0.015,0.017,0.070,0.079,0.082,0.088,0.095,0.101,0.108,0.143,0.174,0.237
1087.000,0.053,0.066,0.071,0.081,0.095,0.111,0.120,0.210,0.314,0.956,0.306,0.332,0.342,0.363,0.390,0.423,0.440,0.619,0.828,2.113,65.517,96.085,108.724,139.397,183.890,295.020,284.516,843.858,1879.288,7584.483,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.057,0.064,0.066,0.071,0.076,0.081,0.086,0.114,0.133,0.146
1088.000,0.079,0.099,0.106,0.120,0.138,0.158,0.172,0.283,0.399,0.697,0.359,0.398,0.411,0.440,0.477,0.516,0.543,0.767,0.998,1.594,34.360,51.686,58.544,75.027,98.980,158.856,153.162,454.495,1012.036,4117.547,0.015,0.024,0.030,0.042,0.047,0.046,0.051,0.055,0.057,0.065,0.018,0.020,0.021,0.023,0.025,0.026,0.028,0.039,0.049,0.077
1089.000,0.037,0.047,0.050,0.058,0.068,0.081,0.087,0.157,0.236,0.460,0.274,0.294,0.301,0.316,0.336,0.361,0.374,0.514,0.672,1.120,39.329,59.071,66.907,85.745,113.130,181.582,175.066,519.468,1156.267,4695.366,0.006,0.009,0.011,0.014,0.016,0.016,0.017,0.019,0.020,0.022,0.052,0.060,0.062,0.067,0.072,0.077,0.081,0.108,0.131,0.180
109.000,0.151,0.186,0.201,0.235,0.279,0.339,0.366,0.696,1.087,2.297,0.301,0.372,0.401,0.470,0.559,0.678,0.731,1.391,2.175,4.595,3208.554,4464.784,5040.791,6471.146,8532.291,13679.779,13198.703,39110.648,86875.388,348465.500,0.002,0.003,0.004,0.006,0.007,0.007,0.008,0.008,0.009,0.010,0.119,0.133,0.139,0.151,0.166,0.181,0.192,0.278,0.365,0.560
1090.000,0.069,0.088,0.094,0.109,0.127,0.150,0.162,0.287,0.428,0.822,0.339,0.375,0.389,0.417,0.454,0.499,0.524,0.775,1.056,1.843,49.300,73.830,83.634,107.183,141.422,226.938,218.887,649.721,1445.886,5858.051,0.014,0.019,0.022,0.027,0.029,0.029,0.031,0.033,0.034,0.038,0.031,0.034,0.035,0.037,0.040,0.041,0.043,0.054,0.063,0.082
1091.000,0.188,0.221,0.233,0.259,0.290,0.322,0.346,0.527,0.707,1.159,0.575,0.643,0.666,0.718,0.781,0.844,0.892,1.253,1.614,2.517,54.914,81.290,91.997,117.953,155.614,249.609,240.797,714.071,1590.284,6424.784,0.024,0.040,0.054,0.079,0.091,0.088,0.101,0.110,0.115,0.132,0.009,0.010,0.011,0.012,0.013,0.014,0.015,0.022,0.029,0.048
1092.000,0.175,0.207,0.218,0.243,0.273,0.302,0.326,0.498,0.670,1.102,0.550,0.614,0.636,0.685,0.745,0.805,0.851,1.196,1.540,2.405,55.350,81.325,91.997,117.969,155.637,249.610,240.810,713.828,1588.737,6412.199,0.022,0.037,0.049,0.071,0.083,0.080,0.091,0.099,0.104,0.119,0.010,0.011,0.012,0.013,0.014,0.015,0.016,0.024,0.032,0.052
1093.000,0.164,0.194,0.204,0.227,0.256,0.284,0.306,0.469,0.633,1.044,0.528,0.587,0.608,0.655,0.711,0.768,0.812,1.139,1.465,2.288,55.774,81.356,91.998,117.993,155.653,249.610,240.823,714.138,1589.070,6414.918,0.020,0.033,0.044,0.064,0.075,0.072,0.082,0.090,0.094,0.107,0.011,0.012,0.013,0.014,0.016,0.017,0.018,0.026,0.035,0.057
1094.000,0.158,0.185,0.194,0.215,0.241,0.266,0.286,0.434,0.582,0.957,0.517,0.570,0.589,0.630,0.681,0.733,0.772,1.068,1.364,2.114,56.004,81.361,91.998,117.997,155.662,249.612,240.804,713.887,1588.138,6413.875,0.017,0.029,0.039,0.058,0.068,0.066,0.076,0.083,0.087,0.101,0.011,0.013,0.014,0.015,0.017,0.019,0.020,0.030,0.041,0.067
1095.000,0.071,0.088,0.093,0.106,0.122,0.139,0.151,0.243,0.349,0.683,0.342,0.375,0.387,0.413,0.445,0.478,0.502,0.686,0.898,1.566,56.162,81.355,91.998,117.990,155.639,249.612,240.846,714.192,1588.379,6411.845,0.008,0.011,0.014,0.020,0.023,0.022,0.025,0.027,0.028,0.031,0.034,0.038,0.039,0.042,0.046,0.050,0.053,0.077,0.096,0.124
1096.000,0.054,0.065,0.069,0.078,0.088,0.100,0.107,0.172,0.240,0.409,0.308,0.330,0.338,0.355,0.376,0.399,0.415,0.545,0.679,1.019,4.997,7.390,8.363,10.722,14.145,22.698,21.886,64.914,144.555,585.512,0.043,0.073,0.099,0.151,0.180,0.173,0.201,0.222,0.234,0.275,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.012,0.016,0.027
1097.000,0.010,0.012,0.013,0.016,0.018,0.022,0.024,0.046,0.073,0.160,0.220,0.225,0.227,0.231,0.237,0.245,0.248,0.291,0.345,0.520,5.017,7.391,8.363,10.722,14.145,22.699,21.886,64.940,144.624,584.491,0.010,0.014,0.017,0.024,0.028,0.027,0.031,0.034,0.036,0.041,0.028,0.033,0.034,0.037,0.041,0.044,0.048,0.067,0.085,0.118
1098.000,0.047,0.058,0.061,0.070,0.081,0.095,0.102,0.177,0.264,0.764,0.294,0.315,0.323,0.340,0.362,0.390,0.404,0.555,0.728,1.729,5.018,7.391,8.363,10.722,14.145,22.699,21.886,64.945,144.636,584.371,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.011,0.014,0.016
1099.000,0.049,0.060,0.064,0.072,0.083,0.097,0.104,0.179,0.266,0.767,1.099,1.120,1.127,1.145,1.167,1.194,1.208,1.359,1.532,2.533,24.872,36.962,41.817,53.615,70.730,113.472,109.450,324.413,722.690,2907.076,0.021,0.029,0.040,0.064,0.078,0.075,0.089,0.099,0.105,0.128,0.006,0.007,0.007,0.008,0.009,0.010,0.011,0.018,0.025,0.034
11.000,0.012,0.015,0.017,0.019,0.023,0.028,0.030,0.057,0.093,0.213,1.024,1.031,1.033,1.039,1.046,1.055,1.059,1.114,1.185,1.426,74.299,110.502,125.144,160.393,211.613,339.537,327.482,971.274,2165.800,8763.825,0.003,0.005,0.006,0.009,0.011,0.011,0.012,0.014,0.014,0.017,0.070,0.082,0.086,0.095,0.105,0.116,0.125,0.187,0.249,0.395
110.000,0.237,0.277,0.293,0.329,0.375,0.431,0.461,0.771,1.131,2.272,0.474,0.553,0.586,0.659,0.751,0.861,0.922,1.542,2.262,4.544,3208.832,4464.788,5040.798,6471.188,8532.338,13679.767,13199.496,39114.008,86799.854,348466.938,0.002,0.003,0.005,0.008,0.010,0.009,0.011,0.012,0.013,0.016,0.074,0.088,0.093,0.105,0.121,0.138,0.149,0.247,0.348,0.569
1100.000,0.023,0.029,0.032,0.037,0.043,0.052,0.056,0.103,0.157,0.314,0.246,0.259,0.264,0.274,0.287,0.303,0.312,0.406,0.515,0.828,19.541,29.523,33.454,42.872,56.559,90.791,87.542,259.645,578.666,2362.380,0.007,0.010,0.012,0.016,0.019,0.018,0.020,0.022,0.023,0.026,0.044,0.051,0.053,0.057,0.062,0.067,0.071,0.097,0.120,0.170
1101.000,0.015,0.019,0.020,0.023,0.028,0.033,0.036,0.067,0.105,0.218,0.229,0.237,0.240,0.247,0.255,0.267,0.272,0.335,0.410,0.635,19.574,29.527,33.454,42.872,56.560,90.791,87.537,259.633,578.746,2357.400,0.004,0.006,0.007,0.010,0.011,0.011,0.012,0.013,0.014,0.016,0.072,0.084,0.088,0.095,0.105,0.113,0.121,0.168,0.210,0.302
