reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwidth_min,wwidth_q1,wwidth_q5,wwidth_q25,wwidth_q50,wwidth_avg,wwidth_q75,wwidth_q95,wwidth_q99,wwidth_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
817.000,0.008,0.011,0.012,0.013,0.016,0.019,0.021,0.039,0.063,0.137,0.217,0.221,0.223,0.227,0.232,0.238,0.241,0.279,0.326,0.475,4.890,7.382,8.363,10.718,14.140,22.698,21.886,64.907,144.691,590.171,0.008,0.011,0.015,0.021,0.024,0.023,0.027,0.029,0.031,0.036,0.033,0.038,0.040,0.044,0.048,0.052,0.056,0.080,0.102,0.148
818.000,0.046,0.058,0.062,0.072,0.084,0.098,0.107,0.189,0.280,0.536,0.291,0.316,0.325,0.343,0.368,0.397,0.413,0.577,0.759,1.272,45.856,69.252,78.467,100.559,132.662,212.938,205.329,608.937,1357.760,5535.455,0.007,0.010,0.012,0.016,0.018,0.017,0.019,0.021,0.022,0.024,0.048,0.054,0.056,0.060,0.065,0.069,0.073,0.097,0.118,0.164
819.000,0.056,0.071,0.076,0.087,0.102,0.119,0.129,0.225,0.332,0.685,0.312,0.342,0.352,0.375,0.403,0.438,0.457,0.649,0.864,1.570,50.887,76.657,86.830,111.277,146.801,235.680,227.203,674.058,1501.083,6089.858,0.009,0.012,0.014,0.019,0.021,0.020,0.023,0.024,0.025,0.028,0.041,0.046,0.048,0.052,0.056,0.059,0.063,0.082,0.099,0.127
82.000,0.201,0.240,0.255,0.290,0.334,0.388,0.417,0.717,1.061,2.065,0.401,0.479,0.510,0.580,0.668,0.775,0.833,1.434,2.122,4.130,2203.821,3109.398,3512.225,4507.552,5943.584,9529.492,9197.366,27254.655,60504.587,243490.734,0.003,0.004,0.006,0.010,0.012,0.012,0.014,0.015,0.016,0.019,0.061,0.071,0.075,0.084,0.096,0.108,0.116,0.187,0.262,0.452
820.000,0.059,0.074,0.080,0.091,0.107,0.127,0.136,0.244,0.385,1.096,0.317,0.348,0.359,0.383,0.413,0.454,0.471,0.688,0.971,2.392,51.065,76.651,86.830,111.278,146.819,235.680,227.244,674.538,1503.005,6036.095,0.012,0.015,0.016,0.020,0.022,0.022,0.024,0.026,0.026,0.030,0.039,0.044,0.045,0.049,0.052,0.054,0.058,0.072,0.078,0.096
821.000,0.080,0.102,0.110,0.128,0.152,0.193,0.200,0.420,0.777,1.925,0.360,0.404,0.420,0.456,0.504,0.587,0.600,1.040,1.753,4.050,61.063,91.432,103.559,132.729,175.132,280.977,271.088,805.554,1789.155,7116.542,0.017,0.026,0.028,0.030,0.031,0.031,0.032,0.034,0.045,0.075,0.016,0.026,0.034,0.036,0.037,0.037,0.039,0.041,0.045,0.070
822.000,0.272,0.318,0.337,0.379,0.432,0.498,0.533,0.898,1.317,2.486,0.744,0.836,0.873,0.957,1.065,1.195,1.265,1.995,2.835,5.172,61.696,91.686,103.642,132.958,175.401,280.984,271.854,803.481,1779.712,6980.296,0.039,0.099,0.119,0.144,0.157,0.154,0.166,0.177,0.184,0.232,0.005,0.006,0.007,0.007,0.007,0.008,0.008,0.010,0.012,0.030
823.000,0.271,0.316,0.335,0.377,0.431,0.496,0.531,0.897,1.318,2.487,0.742,0.833,0.870,0.954,1.062,1.193,1.263,1.995,2.835,5.174,67.199,99.258,112.137,143.854,189.818,303.659,294.122,867.179,1913.457,7449.286,0.047,0.096,0.111,0.132,0.144,0.141,0.152,0.161,0.167,0.191,0.006,0.007,0.007,0.008,0.008,0.008,0.009,0.010,0.012,0.025
824.000,0.269,0.314,0.333,0.375,0.429,0.495,0.530,0.897,1.317,2.488,0.738,0.828,0.865,0.950,1.058,1.189,1.259,1.993,2.834,5.176,88.581,128.959,145.724,186.935,246.683,394.414,382.116,1125.936,2479.002,9654.986,0.046,0.074,0.085,0.101,0.110,0.108,0.116,0.123,0.127,0.143,0.008,0.009,0.009,0.010,0.011,0.011,0.011,0.014,0.016,0.025
825.000,0.280,0.325,0.344,0.386,0.440,0.506,0.541,0.910,1.331,2.503,0.761,0.850,0.887,0.972,1.080,1.212,1.282,2.019,2.863,5.207,89.617,129.081,145.837,187.012,246.956,394.414,382.514,1125.236,2468.671,9553.225,0.051,0.079,0.088,0.105,0.114,0.112,0.121,0.129,0.133,0.151,0.008,0.009,0.009,0.010,0.010,0.011,0.011,0.013,0.015,0.023
826.000,0.277,0.321,0.339,0.382,0.436,0.502,0.538,0.907,1.330,2.503,0.754,0.841,0.879,0.964,1.072,1.205,1.275,2.015,2.860,5.207,35.161,129.184,145.912,187.045,247.045,394.420,382.694,1124.035,2463.906,9525.482,0.006,0.010,0.011,0.013,0.014,0.013,0.014,0.015,0.016,0.081,0.002,0.009,0.009,0.010,0.010,0.011,0.011,0.013,0.014,0.022
827.000,0.014,0.018,0.020,0.023,0.027,0.033,0.035,0.066,0.104,0.221,0.228,0.236,0.239,0.246,0.254,0.265,0.270,0.333,0.409,0.642,14.648,22.144,25.090,32.154,42.421,68.071,65.660,194.742,433.980,1772.773,0.005,0.007,0.009,0.012,0.014,0.014,0.016,0.017,0.018,0.021,0.056,0.065,0.068,0.074,0.081,0.087,0.093,0.128,0.159,0.222
828.000,0.177,0.219,0.235,0.272,0.318,0.371,0.404,0.698,1.011,1.826,0.555,0.637,0.670,0.744,0.837,0.941,1.008,1.596,2.221,3.852,15.458,22.260,25.129,32.269,42.552,68.074,65.800,193.857,429.871,1715.690,0.213,0.284,0.323,0.370,0.388,0.380,0.399,0.408,0.413,0.459,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005
829.000,0.183,0.224,0.241,0.278,0.325,0.377,0.410,0.705,1.018,1.833,0.566,0.649,0.682,0.756,0.849,0.954,1.021,1.609,2.235,3.866,8.741,22.270,25.140,32.273,42.546,68.075,65.762,193.952,431.115,1734.036,0.056,0.074,0.086,0.100,0.105,0.103,0.108,0.111,0.113,0.826,0.000,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005
83.000,0.165,0.197,0.210,0.240,0.277,0.323,0.347,0.602,0.898,1.784,0.329,0.395,0.421,0.480,0.554,0.645,0.693,1.204,1.796,3.568,2204.562,3109.248,3512.226,4507.537,5943.732,9529.531,9197.184,27259.731,60522.390,243468.547,0.002,0.004,0.005,0.008,0.010,0.010,0.011,0.013,0.013,0.016,0.075,0.087,0.092,0.103,0.117,0.132,0.142,0.229,0.320,0.549
830.000,0.125,0.149,0.157,0.175,0.196,0.219,0.235,0.363,0.494,0.837,0.450,0.498,0.515,0.550,0.593,0.637,0.670,0.925,1.188,1.874,35.876,53.754,60.892,78.038,102.958,165.213,159.350,472.688,1052.350,4273.545,0.020,0.033,0.043,0.064,0.076,0.073,0.084,0.092,0.097,0.113,0.010,0.012,0.013,0.014,0.015,0.017,0.018,0.027,0.036,0.057
831.000,0.059,0.074,0.080,0.092,0.108,0.126,0.137,0.242,0.357,0.672,0.318,0.349,0.360,0.384,0.415,0.453,0.474,0.683,0.914,1.544,40.929,61.155,69.255,88.761,117.106,187.891,181.223,537.976,1197.157,4852.533,0.012,0.017,0.020,0.025,0.028,0.028,0.030,0.032,0.033,0.037,0.031,0.035,0.036,0.038,0.041,0.043,0.046,0.059,0.070,0.096
832.000,0.148,0.175,0.184,0.204,0.228,0.252,0.271,0.410,0.550,0.896,0.496,0.549,0.568,0.607,0.656,0.704,0.742,1.021,1.299,1.992,46.306,68.564,77.618,99.493,131.255,210.567,203.125,602.441,1341.934,5429.255,0.018,0.031,0.042,0.063,0.074,0.072,0.083,0.091,0.095,0.111,0.010,0.012,0.013,0.014,0.016,0.017,0.018,0.028,0.038,0.064
833.000,0.043,0.055,0.059,0.068,0.080,0.094,0.102,0.182,0.273,0.545,0.287,0.309,0.318,0.336,0.359,0.388,0.403,0.564,0.746,1.290,51.288,75.959,85.982,110.221,145.402,233.245,225.001,667.446,1486.457,6010.821,0.007,0.009,0.010,0.014,0.015,0.015,0.017,0.018,0.018,0.021,0.056,0.063,0.066,0.070,0.076,0.080,0.085,0.112,0.134,0.174
834.000,0.198,0.233,0.245,0.271,0.303,0.333,0.356,0.524,0.725,1.433,0.596,0.666,0.691,0.743,0.805,0.865,0.913,1.247,1.649,3.065,48.536,75.937,85.982,110.204,145.388,233.247,224.974,667.766,1487.373,5992.487,0.037,0.045,0.057,0.088,0.105,0.100,0.116,0.127,0.133,0.169,0.007,0.009,0.009,0.010,0.011,0.012,0.013,0.021,0.026,0.031
835.000,0.208,0.243,0.255,0.280,0.310,0.338,0.362,0.518,0.717,1.438,0.616,0.685,0.709,0.760,0.820,0.876,0.923,1.237,1.633,3.075,94.461,139.093,157.407,201.796,266.198,427.187,411.844,1222.562,2722.841,10945.568,0.018,0.023,0.029,0.046,0.056,0.053,0.062,0.069,0.072,0.084,0.013,0.015,0.016,0.017,0.020,0.022,0.024,0.038,0.048,0.060
836.000,0.015,0.019,0.021,0.024,0.028,0.034,0.036,0.068,0.107,0.221,0.230,0.238,0.241,0.248,0.256,0.268,0.273,0.337,0.414,0.643,15.893,24.028,27.224,34.889,46.029,73.870,71.242,211.286,470.884,1924.245,0.005,0.007,0.009,0.012,0.014,0.013,0.015,0.017,0.017,0.020,0.058,0.067,0.070,0.076,0.084,0.090,0.096,0.134,0.167,0.240
837.000,0.035,0.044,0.047,0.053,0.062,0.073,0.078,0.137,0.204,0.397,1.070,1.087,1.093,1.107,1.124,1.145,1.157,1.275,1.409,1.794,34.911,52.350,59.306,76.004,100.280,160.907,155.178,460.562,1025.083,4170.573,0.013,0.024,0.034,0.054,0.066,0.063,0.074,0.083,0.087,0.103,0.011,0.013,0.014,0.016,0.018,0.020,0.021,0.034,0.048,0.087
838.000,0.008,0.010,0.011,0.013,0.015,0.019,0.020,0.038,0.062,0.147,1.016,1.020,1.022,1.026,1.030,1.037,1.039,1.076,1.125,1.294,39.864,59.729,67.670,86.722,114.422,183.619,177.064,525.501,1170.029,4754.567,0.004,0.006,0.008,0.011,0.013,0.013,0.015,0.016,0.017,0.020,0.057,0.067,0.071,0.078,0.087,0.096,0.102,0.154,0.206,0.328
839.000,0.092,0.112,0.119,0.135,0.155,0.179,0.193,0.327,0.473,0.872,1.185,1.224,1.238,1.270,1.311,1.358,1.386,1.654,1.946,2.744,56.837,84.235,95.313,122.206,161.220,258.612,249.452,739.691,1646.885,6675.097,0.024,0.042,0.059,0.092,0.111,0.107,0.125,0.140,0.148,0.177,0.007,0.008,0.008,0.009,0.010,0.012,0.013,0.020,0.027,0.048
84.000,0.068,0.083,0.090,0.105,0.124,0.152,0.162,0.317,0.521,1.230,0.135,0.167,0.180,0.209,0.248,0.305,0.324,0.634,1.041,2.459,2210.619,3116.758,3520.589,4518.180,5957.775,9553.024,9219.624,27325.145,60688.924,244027.766,0.001,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.187,0.213,0.223,0.245,0.271,0.296,0.318,0.465,0.600,0.882
840.000,0.090,0.109,0.117,0.132,0.152,0.176,0.190,0.322,0.467,0.861,1.180,1.219,1.233,1.265,1.305,1.351,1.379,1.644,1.933,2.721,56.413,84.267,95.313,122.226,161.252,258.617,249.483,739.699,1646.562,6653.637,0.024,0.042,0.058,0.090,0.109,0.105,0.123,0.136,0.144,0.174,0.007,0.008,0.009,0.009,0.011,0.012,0.013,0.020,0.028,0.048
841.000,0.088,0.106,0.113,0.129,0.149,0.172,0.186,0.317,0.460,0.848,1.175,1.213,1.227,1.258,1.297,1.344,1.371,1.633,1.919,2.696,91.979,135.084,152.747,195.900,258.376,414.440,399.811,1185.880,2638.798,10675.350,0.015,0.025,0.035,0.055,0.066,0.064,0.074,0.083,0.087,0.103,0.011,0.013,0.014,0.016,0.018,0.020,0.021,0.033,0.046,0.079
842.000,0.098,0.116,0.123,0.138,0.157,0.179,0.192,0.317,0.453,0.824,1.196,1.232,1.246,1.276,1.314,1.358,1.385,1.635,1.906,2.648,97.655,142.519,161.111,206.646,272.572,437.122,421.702,1249.629,2782.149,11244.628,0.013,0.024,0.033,0.054,0.067,0.064,0.076,0.086,0.091,0.110,0.011,0.013,0.014,0.015,0.017,0.020,0.021,0.035,0.049,0.087
843.000,0.092,0.109,0.116,0.130,0.148,0.168,0.181,0.296,0.422,0.768,1.184,1.219,1.231,1.259,1.295,1.336,1.361,1.592,1.844,2.536,98.227,142.527,161.111,206.644,272.600,437.126,421.676,1250.543,2782.655,11231.898,0.012,0.022,0.031,0.051,0.062,0.060,0.071,0.080,0.085,0.103,0.011,0.014,0.015,0.016,0.019,0.021,0.023,0.038,0.054,0.096
844.000,0.085,0.100,0.106,0.118,0.134,0.152,0.163,0.265,0.378,0.686,1.169,1.200,1.211,1.237,1.268,1.305,1.327,1.531,1.755,2.373,103.765,149.927,169.475,217.386,286.723,459.841,443.592,1315.567,2926.496,11819.334,0.010,0.018,0.026,0.043,0.053,0.051,0.061,0.069,0.073,0.088,0.013,0.016,0.017,0.019,0.022,0.025,0.027,0.046,0.065,0.119
845.000,0.018,0.023,0.025,0.029,0.034,0.042,0.044,0.086,0.140,0.323,1.037,1.046,1.050,1.058,1.068,1.084,1.089,1.172,1.280,1.646,113.878,164.711,186.202,238.844,315.052,505.202,487.384,1445.289,3215.814,12977.205,0.003,0.005,0.006,0.010,0.011,0.011,0.012,0.014,0.014,0.016,0.071,0.081,0.085,0.094,0.104,0.114,0.122,0.180,0.234,0.353
846.000,0.086,0.102,0.108,0.121,0.138,0.158,0.170,0.280,0.400,0.732,1.171,1.204,1.216,1.243,1.277,1.316,1.339,1.559,1.801,2.464,114.321,164.726,186.202,238.854,315.042,505.203,487.400,1446.012,3218.120,12986.312,0.010,0.017,0.025,0.041,0.050,0.048,0.057,0.064,0.068,0.081,0.014,0.017,0.018,0.020,0.023,0.027,0.029,0.047,0.067,0.119
847.000,0.011,0.014,0.015,0.017,0.020,0.025,0.026,0.051,0.083,0.190,1.022,1.028,1.030,1.034,1.041,1.049,1.053,1.102,1.165,1.381,114.287,164.742,186.202,238.849,315.060,505.204,487.408,1445.748,3218.096,12988.097,0.002,0.003,0.004,0.006,0.007,0.006,0.007,0.008,0.008,0.010,0.119,0.137,0.144,0.159,0.177,0.195,0.209,0.314,0.419,0.666
848.000,0.048,0.060,0.065,0.075,0.089,0.107,0.115,0.215,0.331,0.685,1.096,1.120,1.130,1.151,1.178,1.214,1.231,1.429,1.662,2.369,114.525,164.732,186.202,238.849,315.035,505.213,487.427,1444.702,3216.620,12993.978,0.009,0.014,0.018,0.026,0.031,0.030,0.034,0.037,0.039,0.044,0.026,0.030,0.031,0.034,0.038,0.041,0.044,0.064,0.085,0.131
849.000,0.069,0.082,0.087,0.098,0.111,0.128,0.137,0.229,0.334,0.657,1.137,1.164,1.173,1.195,1.223,1.256,1.274,1.457,1.667,2.314,114.715,164.754,186.203,238.862,315.039,505.213,487.334,1444.623,3212.454,12998.034,0.001,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.018,0.022,0.023,0.026,0.030,0.034,0.036,0.060,0.084,0.139
85.000,0.068,0.084,0.090,0.105,0.125,0.154,0.164,0.324,0.538,1.283,0.136,0.168,0.181,0.211,0.250,0.309,0.328,0.649,1.075,2.566,2211.067,3116.606,3520.589,4518.131,5957.840,9553.010,9220.477,27325.479,60665.268,244009.922,0.001,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.186,0.212,0.222,0.243,0.269,0.293,0.314,0.453,0.578,0.837
850.000,0.012,0.015,0.017,0.020,0.023,0.030,0.031,0.065,0.116,0.372,0.224,0.231,0.233,0.239,0.247,0.260,0.262,0.330,0.432,0.943,2.460,3.692,4.182,5.359,7.071,11.349,10.944,32.493,72.319,295.321,0.012,0.017,0.018,0.022,0.025,0.024,0.027,0.029,0.030,0.035,0.011,0.013,0.013,0.015,0.016,0.016,0.018,0.022,0.023,0.033
851.000,0.180,0.212,0.223,0.246,0.274,0.302,0.324,0.485,0.645,1.047,0.560,0.624,0.645,0.691,0.748,0.804,0.848,1.170,1.491,2.293,69.150,103.254,116.910,149.837,197.689,317.239,305.930,908.139,2021.194,8199.969,0.016,0.027,0.037,0.056,0.066,0.063,0.073,0.080,0.084,0.099,0.012,0.014,0.014,0.016,0.018,0.020,0.021,0.032,0.043,0.073
852.000,0.053,0.067,0.072,0.082,0.096,0.112,0.122,0.212,0.312,0.585,0.306,0.333,0.343,0.365,0.392,0.424,0.443,0.625,0.824,1.371,69.267,103.247,116.910,149.843,197.673,317.240,305.921,907.917,2020.673,8194.268,0.006,0.008,0.010,0.013,0.014,0.014,0.016,0.017,0.017,0.019,0.060,0.067,0.070,0.075,0.081,0.086,0.091,0.120,0.147,0.207
853.000,0.054,0.068,0.073,0.084,0.098,0.115,0.124,0.217,0.318,0.597,0.308,0.337,0.346,0.368,0.396,0.429,0.448,0.634,0.837,1.394,96.312,143.980,163.067,209.003,275.731,442.421,426.743,1266.493,2819.040,11435.417,0.004,0.006,0.007,0.009,0.011,0.010,0.011,0.012,0.013,0.014,0.081,0.091,0.095,0.102,0.110,0.116,0.123,0.163,0.199,0.279
854.000,0.061,0.076,0.082,0.094,0.110,0.128,0.139,0.243,0.357,0.674,0.321,0.353,0.364,0.388,0.420,0.457,0.478,0.686,0.914,1.548,96.453,144.020,163.067,208.997,275.741,442.421,426.701,1266.313,2819.019,11427.829,0.005,0.007,0.008,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.071,0.079,0.082,0.088,0.094,0.100,0.105,0.137,0.165,0.226
855.000,0.204,0.240,0.252,0.278,0.309,0.340,0.365,0.543,0.722,1.186,0.609,0.679,0.703,0.755,0.818,0.880,0.929,1.287,1.644,2.571,102.148,151.408,171.430,219.742,289.897,465.063,448.584,1330.811,2963.892,11999.152,0.014,0.022,0.030,0.046,0.054,0.052,0.060,0.066,0.070,0.081,0.014,0.017,0.018,0.019,0.021,0.024,0.025,0.038,0.052,0.085
856.000,0.074,0.092,0.099,0.113,0.132,0.155,0.168,0.296,0.443,0.897,0.347,0.384,0.397,0.427,0.464,0.510,0.535,0.791,1.086,1.995,102.126,151.403,171.430,219.725,289.887,465.064,448.632,1331.016,2962.920,11992.643,0.007,0.008,0.010,0.012,0.013,0.013,0.014,0.015,0.015,0.017,0.059,0.066,0.068,0.072,0.077,0.080,0.085,0.106,0.121,0.146
857.000,0.029,0.037,0.039,0.046,0.054,0.064,0.069,0.125,0.190,0.375,0.257,0.273,0.279,0.291,0.307,0.327,0.338,0.451,0.580,0.950,51.629,78.134,88.505,113.424,149.639,240.114,231.607,687.045,1530.611,6260.472,0.003,0.005,0.006,0.008,0.009,0.009,0.010,0.011,0.011,0.013,0.092,0.105,0.109,0.118,0.128,0.137,0.146,0.196,0.240,0.338
858.000,0.168,0.201,0.212,0.236,0.265,0.294,0.316,0.482,0.647,1.061,0.536,0.602,0.624,0.672,0.730,0.787,0.833,1.164,1.495,2.323,51.926,78.154,88.505,113.425,149.639,240.118,231.597,687.026,1531.422,6232.053,0.002,0.004,0.005,0.008,0.009,0.009,0.010,0.011,0.011,0.013,0.010,0.011,0.012,0.013,0.014,0.016,0.016,0.024,0.032,0.054
859.000,0.023,0.031,0.035,0.043,0.056,0.100,0.094,0.340,0.624,1.372,0.246,0.262,0.269,0.286,0.312,0.400,0.388,0.881,1.449,2.944,4.929,7.389,8.364,10.729,14.172,22.698,22.063,64.447,142.742,580.634,0.045,0.078,0.082,0.083,0.087,0.111,0.108,0.243,0.305,0.488,0.002,0.003,0.004,0.009,0.011,0.010,0.012,0.012,0.013,0.022
86.000,0.116,0.141,0.151,0.174,0.204,0.242,0.260,0.472,0.726,1.546,0.232,0.283,0.303,0.349,0.408,0.484,0.520,0.944,1.451,3.091,2228.575,3138.978,3545.680,4550.496,6000.461,9621.981,9286.495,27519.752,61102.509,245721.781,0.002,0.003,0.004,0.006,0.007,0.007,0.008,0.009,0.009,0.011,0.108,0.125,0.131,0.145,0.163,0.182,0.195,0.303,0.414,0.667
860.000,0.032,0.041,0.044,0.051,0.060,0.072,0.078,0.141,0.212,0.399,0.265,0.282,0.289,0.303,0.321,0.343,0.355,0.482,0.624,0.998,14.700,22.148,25.090,32.154,42.418,68.072,65.653,194.777,433.851,1765.890,0.014,0.020,0.025,0.033,0.037,0.036,0.040,0.043,0.045,0.051,0.023,0.026,0.027,0.029,0.031,0.033,0.035,0.047,0.058,0.086
861.000,0.010,0.012,0.013,0.015,0.018,0.022,0.023,0.045,0.073,0.168,1.019,1.025,1.026,1.031,1.036,1.044,1.047,1.090,1.146,1.336,35.398,53.174,60.233,77.192,101.844,163.421,157.606,467.663,1040.974,4227.304,0.005,0.008,0.010,0.015,0.018,0.017,0.020,0.022,0.023,0.027,0.042,0.050,0.052,0.058,0.064,0.071,0.076,0.116,0.155,0.250
862.000,0.009,0.012,0.013,0.015,0.018,0.022,0.023,0.045,0.073,0.170,1.019,1.024,1.026,1.030,1.036,1.044,1.047,1.090,1.146,1.340,52.981,79.575,90.137,115.516,152.407,244.617,235.853,699.918,1558.081,6326.720,0.003,0.005,0.007,0.010,0.012,0.012,0.013,0.015,0.015,0.018,0.064,0.075,0.079,0.087,0.097,0.107,0.115,0.173,0.231,0.370
863.000,0.057,0.069,0.073,0.082,0.094,0.107,0.115,0.190,0.273,0.516,1.114,1.138,1.146,1.165,1.188,1.215,1.231,1.380,1.546,2.031,53.481,79.581,90.137,115.518,152.408,244.618,235.876,699.831,1558.915,6315.709,0.012,0.022,0.032,0.055,0.067,0.065,0.077,0.087,0.093,0.113,0.010,0.013,0.013,0.015,0.017,0.020,0.021,0.036,0.052,0.094
864.000,0.014,0.018,0.020,0.023,0.027,0.034,0.036,0.073,0.126,0.360,1.028,1.036,1.039,1.046,1.055,1.069,1.072,1.146,1.252,1.720,58.499,86.968,98.501,126.243,166.556,267.277,257.772,764.547,1704.314,6893.210,0.007,0.008,0.010,0.014,0.017,0.016,0.019,0.020,0.021,0.025,0.047,0.055,0.057,0.063,0.069,0.075,0.080,0.113,0.139,0.174
865.000,0.211,0.249,0.265,0.300,0.343,0.391,0.423,0.693,0.979,1.729,1.422,1.498,1.529,1.599,1.686,1.782,1.845,2.386,2.959,4.459,79.811,116.878,132.037,169.414,223.420,358.000,345.806,1023.560,2271.262,9180.288,0.032,0.084,0.114,0.174,0.207,0.199,0.230,0.254,0.268,0.321,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.010,0.014,0.036
866.000,0.212,0.249,0.265,0.300,0.343,0.391,0.423,0.693,0.979,1.728,1.423,1.499,1.530,1.600,1.686,1.782,1.846,2.386,2.958,4.456,81.647,117.066,132.157,169.614,223.653,358.014,345.959,1021.060,2267.668,9111.966,0.028,0.085,0.114,0.174,0.206,0.199,0.230,0.254,0.267,0.315,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.010,0.014,0.042
867.000,0.212,0.250,0.265,0.300,0.343,0.391,0.423,0.692,0.978,1.727,1.423,1.499,1.530,1.600,1.686,1.782,1.845,2.385,2.956,4.453,83.261,117.165,132.234,169.729,223.779,358.022,346.004,1019.236,2259.589,9060.200,0.007,0.024,0.033,0.050,0.059,0.057,0.066,0.073,0.076,0.088,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.010,0.014,0.045
868.000,0.037,0.047,0.050,0.058,0.069,0.081,0.088,0.160,0.239,0.450,0.273,0.294,0.301,0.317,0.337,0.363,0.376,0.519,0.678,1.100,20.615,31.026,35.143,45.038,59.418,95.383,91.946,272.886,607.662,2468.320,0.012,0.017,0.021,0.027,0.031,0.030,0.033,0.035,0.037,0.042,0.028,0.031,0.032,0.035,0.038,0.040,0.042,0.055,0.067,0.098
869.000,0.029,0.037,0.040,0.046,0.054,0.064,0.069,0.126,0.189,0.352,0.258,0.274,0.280,0.292,0.308,0.328,0.339,0.452,0.577,0.904,8.777,13.201,14.952,19.162,25.280,40.571,39.123,116.109,258.517,1050.816,0.017,0.026,0.032,0.043,0.049,0.048,0.053,0.058,0.060,0.068,0.015,0.017,0.018,0.020,0.021,0.023,0.024,0.033,0.041,0.063
87.000,0.060,0.074,0.080,0.094,0.111,0.140,0.147,0.299,0.511,1.325,0.120,0.148,0.160,0.187,0.223,0.279,0.294,0.597,1.023,2.649,2234.611,3146.394,3554.044,4561.397,6014.660,9643.990,9308.077,27584.516,61254.758,246273.875,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.214,0.242,0.253,0.277,0.305,0.330,0.355,0.500,0.618,0.812
870.000,0.107,0.129,0.137,0.155,0.177,0.211,0.223,0.410,0.640,1.290,0.414,0.458,0.474,0.509,0.555,0.622,0.645,1.019,1.480,2.781,16.514,24.533,27.766,35.605,46.992,75.342,72.793,215.707,477.246,1916.674,0.073,0.102,0.115,0.130,0.143,0.142,0.154,0.166,0.173,0.199,0.006,0.007,0.007,0.008,0.008,0.008,0.009,0.010,0.011,0.016
871.000,0.103,0.124,0.132,0.149,0.171,0.206,0.217,0.408,0.640,1.292,0.406,0.448,0.463,0.497,0.543,0.612,0.635,1.015,1.480,2.785,26.544,39.316,44.493,57.061,75.315,120.711,116.723,345.253,764.230,3059.997,0.046,0.064,0.071,0.078,0.085,0.085,0.091,0.098,0.102,0.117,0.010,0.011,0.012,0.013,0.014,0.014,0.015,0.016,0.018,0.025
872.000,0.072,0.094,0.102,0.122,0.148,0.186,0.202,0.410,0.649,1.305,0.345,0.387,0.404,0.443,0.496,0.572,0.603,1.019,1.499,2.811,26.704,39.337,44.497,57.083,75.350,120.710,116.808,345.037,763.574,3036.013,0.012,0.021,0.023,0.024,0.025,0.025,0.025,0.027,0.027,0.033,0.013,0.015,0.016,0.016,0.017,0.017,0.017,0.018,0.020,0.033
873.000,0.036,0.045,0.048,0.054,0.063,0.077,0.079,0.150,0.286,0.841,0.273,0.289,0.295,0.308,0.326,0.354,0.358,0.500,0.771,1.882,2.518,3.698,4.182,5.364,7.077,11.350,10.957,32.616,71.789,293.412,0.117,0.157,0.167,0.203,0.233,0.230,0.257,0.281,0.295,0.371,0.003,0.004,0.004,0.005,0.005,0.005,0.006,0.007,0.007,0.010
874.000,0.031,0.038,0.041,0.047,0.055,0.070,0.071,0.147,0.288,0.847,0.262,0.276,0.281,0.294,0.310,0.340,0.342,0.493,0.775,1.893,-4.254,3.700,4.182,5.366,7.077,11.351,10.955,32.457,69.964,331.492,-43.354,0.153,0.157,0.178,0.199,0.198,0.216,0.235,0.249,6.879,-0.000,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.017
875.000,0.027,0.035,0.038,0.044,0.053,0.069,0.071,0.155,0.302,0.865,0.255,0.270,0.276,0.289,0.306,0.339,0.342,0.509,0.804,1.929,7.519,11.098,12.546,16.094,21.232,34.039,32.880,97.761,215.094,879.243,0.002,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.010,0.009,0.015,0.016,0.017,0.018,0.018,0.020,0.021,0.022,0.040
876.000,0.272,0.319,0.336,0.373,0.418,0.463,0.498,0.757,1.019,1.684,0.744,0.839,0.873,0.946,1.036,1.126,1.196,1.714,2.239,3.568,-91.495,32.740,37.045,47.507,62.687,100.526,97.024,287.534,638.725,2582.352,-0.323,0.195,0.252,0.358,0.412,0.397,0.450,0.487,0.508,0.868,-0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.005,0.006,0.009
